name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pigmentiphaga sp. H8	2488560	S	10	1	11	0.00032
Piscinibacter gummiphilus	946333	S	13	10	23	0.00067
Thauera humireducens	1134435	S	40	16	56	0.00164
Thauera aminoaromatica	164330	S	39	33	72	0.00211
Thauera sp. GDN1	2944810	S	18	11	29	0.00085
Pontibacter kalidii	2592049	S	85	25	110	0.00322
Pontibacter pudoricolor	2694930	S	67	8	75	0.00219
Pontibacter russatus	2694929	S	26	3	29	0.00085
Pontibacter korlensis	400092	S	25	3	28	0.00082
Pontibacter actiniarum	323450	S	24	6	30	0.00088
Pontibacter akesuensis	388950	S	23	3	26	0.00076
Pontibacter sp. SGAir0037	2571030	S	11	4	15	0.00044
Salinimicrobium tongyeongense	2809707	S	10	19	29	0.00085
Chryseobacterium sp.	1871047	S	24	20	44	0.00129
Segatella copri	165179	S	35	21	56	0.00164
Sphingobacterium sp. LZ7M1	2961941	S	12	15	27	0.00079
Sphingobacterium hotanense	649196	S	11	4	15	0.00044
Sphingobacterium daejeonense	371142	S	10	3	13	0.00038
Pseudocnuella soli	2502779	S	19	4	23	0.00067
Rhodocaloribacter litoris	2558931	S	14	1	15	0.00044
Gemmatirosa kalamazoonensis	861299	S	16	0	16	0.00047
Myxococcus stipitatus	83455	S	10	12	22	0.00064
Pyxidicoccus parkwaysis	2813578	S	35	13	48	0.00140
Archangium violaceum	83451	S	19	5	24	0.00070
Archangium gephyra	48	S	17	5	22	0.00064
Anaeromyxobacter paludicola	2918171	S	13	3	16	0.00047
Polyangium aurulentum	2567896	S	59	2	61	0.00178
Sorangium cellulosum	56	S	40	18	58	0.00170
Sandaracinus amylolyticus	927083	S	24	1	25	0.00073
Labilithrix luteola	1391654	S	10	0	10	0.00029
Nannocystis poenicansa	2995304	S	52	0	52	0.00152
Haliangium ochraceum	80816	S	10	0	10	0.00029
Tautonia plasticadhaerens	2527974	S	25	12	37	0.00108
Luteitalea sp. TBR-22	2802971	S	20	1	21	0.00061
Luteitalea pratensis	1855912	S	10	0	10	0.00029
Aliarcobacter cryaerophilus	28198	S	12	2	14	0.00041
Homo sapiens	9606	S	1819	217	2036	0.05955
Aspergillus luchuensis	1069201	S	44	6	50	0.00146
Ascochyta rabiei	5454	S	41	7	48	0.00140
Pichia kudriavzevii	4909	S	10	1	11	0.00032
Babesia bigemina	5866	S	679	38	717	0.02097
Halococcus dombrowskii	179637	S	20	7	27	0.00079
Halalkalicoccus jeotgali	413810	S	26	7	33	0.00097
Natronococcus occultus	29288	S	17	16	33	0.00097
Methanosarcina mazei	2209	S	13	7	20	0.00058
Methanothrix soehngenii	2223	S	10	20	30	0.00088
Methanobacterium formicicum	2162	S	42	9	51	0.00149
Methanobacterium sp. CWC-01	2584467	S	11	0	11	0.00032
Methanobrevibacter sp. YE315	1609968	S	27	4	31	0.00091
Methanobrevibacter olleyae	294671	S	15	2	17	0.00050
Methanobrevibacter ruminantium	83816	S	12	1	13	0.00038
Methanobrevibacter millerae	230361	S	12	1	13	0.00038
Varicellovirus bovinealpha1	3050243	S	64	2	66	0.00193
